ID	DAYS	HOURS	MINUTES
1851	9.0000	199.0000	11889.0000
1891	9.0000	198.0000	11855.0000
460	9.0000	198.0000	11838.0000
1030	8.0000	171.0000	10252.0000
1931	9.0000	198.0000	11831.0000
890	8.0000	177.0000	10588.0000
1941	9.0000	197.0000	11819.0000
1040	8.0000	171.0000	10249.0000
1110	8.0000	170.0000	10183.0000
1740	5.0000	120.0000	7159.0000
1991	9.0000	197.0000	11803.0000
2031	9.0000	197.0000	11784.0000
2181	9.0000	194.0000	11629.0000
1060	8.0000	171.0000	10240.0000
2231	9.0000	194.0000	11593.0000
2241	9.0000	194.0000	11593.0000
2251	9.0000	194.0000	11583.0000
2261	9.0000	193.0000	11573.0000
2301	9.0000	193.0000	11554.0000
1070	8.0000	171.0000	10240.0000
1530	6.0000	140.0000	8394.0000
2321	9.0000	193.0000	11547.0000
900	8.0000	177.0000	10587.0000
970	8.0000	174.0000	10412.0000
2331	9.0000	193.0000	11536.0000
580	9.0000	193.0000	11523.0000
590	8.0000	192.0000	11483.0000
1340	7.0000	159.0000	9514.0000
1630	6.0000	127.0000	7564.0000
2351	9.0000	193.0000	11531.0000
2361	9.0000	193.0000	11522.0000
1670	6.0000	124.0000	7437.0000
2371	9.0000	193.0000	11521.0000
2411	8.0000	192.0000	11511.0000
2461	8.0000	192.0000	11480.0000
2501	8.0000	192.0000	11464.0000
2511	8.0000	191.0000	11441.0000
2521	8.0000	191.0000	11420.0000
2531	8.0000	191.0000	11417.0000
2541	8.0000	191.0000	11413.0000
2551	8.0000	191.0000	11402.0000
2591	8.0000	190.0000	11383.0000
2611	8.0000	190.0000	11383.0000
2661	8.0000	190.0000	11364.0000
2701	8.0000	190.0000	11353.0000
2871	8.0000	188.0000	11238.0000
2891	8.0000	187.0000	11217.0000
2901	8.0000	187.0000	11215.0000
1970	4.0000	93.0000	5530.0000
2931	8.0000	187.0000	11202.0000
2941	8.0000	187.0000	11195.0000
2951	8.0000	187.0000	11194.0000
2971	8.0000	187.0000	11187.0000
2981	8.0000	187.0000	11186.0000
700	8.0000	186.0000	11135.0000
2991	8.0000	187.0000	11181.0000
3001	8.0000	187.0000	11171.0000
3011	8.0000	187.0000	11170.0000
3021	8.0000	187.0000	11167.0000
810	8.0000	181.0000	10854.0000
3031	8.0000	187.0000	11166.0000
3051	8.0000	186.0000	11149.0000
3061	8.0000	186.0000	11147.0000
3071	8.0000	186.0000	11146.0000
820	8.0000	181.0000	10849.0000
3081	8.0000	186.0000	11145.0000
3131	8.0000	186.0000	11127.0000
3141	8.0000	186.0000	11110.0000
1660	6.0000	124.0000	7439.0000
3181	8.0000	186.0000	11101.0000
3201	8.0000	185.0000	11094.0000
980	8.0000	174.0000	10402.0000
1290	7.0000	161.0000	9658.0000
3251	8.0000	185.0000	11061.0000
3291	8.0000	185.0000	11042.0000
3361	8.0000	183.0000	10942.0000
3381	8.0000	182.0000	10918.0000
910	8.0000	177.0000	10584.0000
1420	7.0000	147.0000	8807.0000
3431	8.0000	182.0000	10885.0000
3461	8.0000	182.0000	10872.0000
3481	8.0000	182.0000	10869.0000
3491	8.0000	181.0000	10845.0000
3551	8.0000	179.0000	10717.0000
3581	8.0000	178.0000	10661.0000
3611	8.0000	178.0000	10648.0000
3641	8.0000	178.0000	10623.0000
3671	8.0000	177.0000	10590.0000
3801	8.0000	175.0000	10462.0000
3831	8.0000	175.0000	10443.0000
3861	8.0000	174.0000	10403.0000
3891	8.0000	174.0000	10387.0000
3911	8.0000	173.0000	10377.0000
1000	8.0000	173.0000	10363.0000
1020	8.0000	173.0000	10337.0000
3951	8.0000	173.0000	10360.0000
1080	8.0000	171.0000	10233.0000
1120	8.0000	170.0000	10174.0000
3961	8.0000	173.0000	10355.0000
3971	8.0000	173.0000	10353.0000
4001	8.0000	173.0000	10334.0000
4061	8.0000	172.0000	10299.0000
4071	8.0000	172.0000	10295.0000
4081	8.0000	172.0000	10293.0000
4161	8.0000	171.0000	10233.0000
4181	8.0000	171.0000	10228.0000
4221	8.0000	171.0000	10212.0000
4281	8.0000	170.0000	10160.0000
4291	8.0000	170.0000	10151.0000
4761	7.0000	161.0000	9648.0000
4811	7.0000	156.0000	9336.0000
5361	6.0000	141.0000	8403.0000
5411	6.0000	140.0000	8354.0000
5541	6.0000	136.0000	8125.0000
5711	6.0000	129.0000	7728.0000
5811	6.0000	124.0000	7435.0000
5971	5.0000	120.0000	7173.0000
6001	5.0000	120.0000	7141.0000
6021	5.0000	119.0000	7136.0000
6031	5.0000	119.0000	7125.0000
6071	5.0000	118.0000	7038.0000
6241	5.0000	112.0000	6665.0000
6291	5.0000	105.0000	6258.0000
6351	5.0000	99.0000	5928.0000
6401	5.0000	97.0000	5763.0000
6421	4.0000	94.0000	5622.0000
6451	4.0000	93.0000	5528.0000
6581	4.0000	83.0000	4939.0000
6701	4.0000	74.0000	4398.0000
6711	4.0000	73.0000	4379.0000
6731	4.0000	73.0000	4377.0000
6821	3.0000	70.0000	4174.0000
6841	3.0000	70.0000	4151.0000
6871	3.0000	69.0000	4133.0000
6881	3.0000	69.0000	4129.0000
6891	3.0000	68.0000	4040.0000
7311	2.0000	48.0000	2876.0000
8481	1.0000	10.0000	594.0000
12731	7.0000	147.0000	8814.0000
12931	6.0000	136.0000	8110.0000
14931	7.0000	167.0000	9996.0000
18091	2.0000	44.0000	2601.0000
4591	7.0000	165.0000	9879.0000
10401	3.0000	68.0000	4056.0000
15661	4.0000	92.0000	5482.0000
15681	4.0000	85.0000	5049.0000
15771	4.0000	74.0000	4404.0000
20111	4.0000	93.0000	5547.0000
20491	3.0000	61.0000	3636.0000
20581	3.0000	53.0000	3122.0000
20721	2.0000	30.0000	1747.0000
20811	2.0000	29.0000	1688.0000
22051	1.0000	15.0000	876.0000
1011	10.0000	218.0000	13058.0000
7301	3.0000	49.0000	2886.0000
7901	2.0000	32.0000	1908.0000
2530	2.0000	26.0000	1525.0000
2540	2.0000	26.0000	1514.0000
8201	2.0000	25.0000	1465.0000
12871	6.0000	139.0000	8286.0000
12981	6.0000	130.0000	7760.0000
13021	6.0000	126.0000	7532.0000
5190	6.0000	123.0000	7329.0000
13921	3.0000	66.0000	3905.0000
18031	3.0000	50.0000	2957.0000
4571	7.0000	166.0000	9920.0000
5431	6.0000	139.0000	8311.0000
5461	6.0000	138.0000	8244.0000
10341	3.0000	71.0000	4248.0000
10351	3.0000	70.0000	4174.0000
15651	4.0000	93.0000	5536.0000
20091	4.0000	94.0000	5596.0000
21531	5.0000	99.0000	5920.0000
21611	4.0000	92.0000	5491.0000
911	10.0000	219.0000	13134.0000
931	10.0000	219.0000	13095.0000
7261	3.0000	51.0000	3004.0000
12801	6.0000	144.0000	8623.0000
12821	6.0000	143.0000	8562.0000
5060	6.0000	143.0000	8553.0000
5080	6.0000	143.0000	8549.0000
12841	6.0000	142.0000	8497.0000
13851	3.0000	71.0000	4231.0000
18001	3.0000	52.0000	3120.0000
18101	2.0000	41.0000	2436.0000
18301	1.0000	2.0000	104.0000
7180	7.0000	168.0000	10042.0000
18461	7.0000	147.0000	8804.0000
18481	6.0000	141.0000	8421.0000
4491	7.0000	167.0000	9994.0000
6541	4.0000	87.0000	5211.0000
10251	4.0000	74.0000	4399.0000
10291	4.0000	73.0000	4336.0000
10331	3.0000	71.0000	4251.0000
3910	2.0000	46.0000	2754.0000
4010	2.0000	43.0000	2564.0000
10661	3.0000	54.0000	3239.0000
3920	2.0000	46.0000	2746.0000
3930	2.0000	46.0000	2740.0000
10691	3.0000	53.0000	3160.0000
3940	2.0000	46.0000	2734.0000
10741	3.0000	51.0000	3052.0000
3950	2.0000	46.0000	2732.0000
10881	2.0000	47.0000	2811.0000
10961	2.0000	46.0000	2710.0000
3980	2.0000	45.0000	2689.0000
4000	2.0000	45.0000	2668.0000
10991	2.0000	45.0000	2677.0000
15581	5.0000	106.0000	6356.0000
19991	5.0000	99.0000	5917.0000
811	10.0000	220.0000	13173.0000
1281	9.0000	213.0000	12777.0000
410	9.0000	200.0000	11981.0000
1471	9.0000	210.0000	12598.0000
420	9.0000	200.0000	11980.0000
2391	8.0000	192.0000	11518.0000
8101	2.0000	28.0000	1642.0000
2560	2.0000	25.0000	1446.0000
7231	3.0000	52.0000	3074.0000
7281	3.0000	50.0000	2963.0000
7291	3.0000	50.0000	2961.0000
7471	2.0000	45.0000	2658.0000
7481	2.0000	44.0000	2638.0000
7511	2.0000	44.0000	2633.0000
7601	2.0000	44.0000	2586.0000
2310	2.0000	42.0000	2514.0000
2380	2.0000	40.0000	2390.0000
2450	2.0000	30.0000	1764.0000
7641	2.0000	42.0000	2514.0000
7681	2.0000	42.0000	2478.0000
2370	2.0000	40.0000	2392.0000
2400	2.0000	38.0000	2230.0000
7811	2.0000	37.0000	2206.0000
7951	2.0000	30.0000	1800.0000
2770	1.0000	6.0000	314.0000
2920	7.0000	160.0000	9591.0000
8051	2.0000	29.0000	1691.0000
12761	7.0000	146.0000	8750.0000
12921	6.0000	136.0000	8123.0000
5140	6.0000	135.0000	8090.0000
5660	3.0000	66.0000	3948.0000
12941	6.0000	134.0000	8017.0000
5170	6.0000	125.0000	7451.0000
13061	6.0000	125.0000	7452.0000
13221	5.0000	119.0000	7091.0000
13241	5.0000	118.0000	7056.0000
13711	4.0000	86.0000	5109.0000
13741	4.0000	82.0000	4868.0000
13771	4.0000	78.0000	4657.0000
13891	3.0000	70.0000	4158.0000
13901	3.0000	68.0000	4035.0000
13931	3.0000	65.0000	3888.0000
13941	3.0000	65.0000	3876.0000
13971	3.0000	61.0000	3657.0000
14261	2.0000	47.0000	2811.0000
14321	2.0000	44.0000	2605.0000
14331	2.0000	44.0000	2585.0000
14451	2.0000	34.0000	1999.0000
14521	2.0000	28.0000	1660.0000
14591	2.0000	26.0000	1528.0000
14621	1.0000	23.0000	1345.0000
15951	3.0000	61.0000	3630.0000
6670	3.0000	53.0000	3134.0000
6680	3.0000	52.0000	3107.0000
6690	2.0000	48.0000	2860.0000
16131	2.0000	34.0000	2018.0000
16261	1.0000	24.0000	1429.0000
17971	3.0000	53.0000	3156.0000
18221	1.0000	22.0000	1281.0000
4301	8.0000	170.0000	10149.0000
4341	8.0000	169.0000	10132.0000
10231	4.0000	74.0000	4436.0000
15531	6.0000	121.0000	7235.0000
19961	5.0000	101.0000	6040.0000
20021	5.0000	99.0000	5904.0000
20271	4.0000	76.0000	4539.0000
731	10.0000	220.0000	13184.0000
851	10.0000	220.0000	13170.0000
1161	9.0000	215.0000	12870.0000
190	9.0000	213.0000	12753.0000
1190	7.0000	168.0000	10039.0000
1351	9.0000	213.0000	12733.0000
530	9.0000	195.0000	11675.0000
1631	9.0000	207.0000	12380.0000
550	9.0000	195.0000	11665.0000
1711	9.0000	205.0000	12260.0000
540	9.0000	195.0000	11670.0000
2121	9.0000	195.0000	11680.0000
710	8.0000	186.0000	11118.0000
3331	8.0000	183.0000	10968.0000
4561	7.0000	166.0000	9934.0000
4891	7.0000	153.0000	9173.0000
4951	7.0000	150.0000	8971.0000
6221	5.0000	113.0000	6745.0000
6651	4.0000	76.0000	4518.0000
6851	3.0000	69.0000	4138.0000
6861	3.0000	69.0000	4134.0000
10391	3.0000	68.0000	4067.0000
10411	3.0000	68.0000	4027.0000
11701	1.0000	22.0000	1261.0000
7211	3.0000	52.0000	3110.0000
7531	2.0000	44.0000	2613.0000
7561	2.0000	44.0000	2600.0000
7611	2.0000	43.0000	2568.0000
10461	3.0000	65.0000	3887.0000
12681	7.0000	148.0000	8873.0000
13141	6.0000	122.0000	7291.0000
13611	4.0000	96.0000	5710.0000
13641	4.0000	95.0000	5643.0000
5570	4.0000	94.0000	5599.0000
17961	3.0000	54.0000	3190.0000
18631	5.0000	104.0000	6186.0000
7370	6.0000	141.0000	8409.0000
18761	4.0000	96.0000	5745.0000
7280	4.0000	88.0000	5279.0000
19261	7.0000	158.0000	9466.0000
4231	8.0000	171.0000	10203.0000
4251	8.0000	170.0000	10186.0000
4361	8.0000	169.0000	10098.0000
4481	7.0000	167.0000	9996.0000
4551	7.0000	166.0000	9940.0000
4621	7.0000	164.0000	9834.0000
7151	3.0000	55.0000	3247.0000
7181	3.0000	53.0000	3164.0000
10051	5.0000	98.0000	5851.0000
10101	5.0000	97.0000	5772.0000
10581	3.0000	58.0000	3442.0000
15451	6.0000	130.0000	7748.0000
15491	6.0000	124.0000	7400.0000
15501	6.0000	123.0000	7368.0000
15911	3.0000	66.0000	3916.0000
15921	3.0000	65.0000	3898.0000
15961	3.0000	58.0000	3453.0000
15981	3.0000	56.0000	3355.0000
16161	2.0000	28.0000	1625.0000
16421	1.0000	19.0000	1098.0000
19951	5.0000	103.0000	6155.0000
20161	4.0000	90.0000	5372.0000
20501	3.0000	61.0000	3605.0000
20781	2.0000	29.0000	1703.0000
20821	2.0000	28.0000	1675.0000
21551	4.0000	96.0000	5753.0000
701	10.0000	220.0000	13196.0000
721	10.0000	220.0000	13184.0000
1641	9.0000	207.0000	12362.0000
1741	9.0000	203.0000	12172.0000
1821	9.0000	200.0000	11957.0000
1901	9.0000	198.0000	11851.0000
1921	9.0000	198.0000	11834.0000
2151	9.0000	195.0000	11646.0000
3931	8.0000	173.0000	10374.0000
4511	7.0000	167.0000	9973.0000
1620	6.0000	127.0000	7570.0000
5731	6.0000	127.0000	7570.0000
8461	1.0000	12.0000	703.0000
10821	3.0000	49.0000	2898.0000
10891	2.0000	47.0000	2810.0000
4270	1.0000	8.0000	459.0000
12321	7.0000	166.0000	9905.0000
12541	7.0000	155.0000	9288.0000
4930	7.0000	153.0000	9147.0000
12551	7.0000	155.0000	9259.0000
7201	3.0000	53.0000	3142.0000
7241	3.0000	51.0000	3052.0000
3650	4.0000	94.0000	5637.0000
7541	2.0000	44.0000	2605.0000
2410	2.0000	37.0000	2193.0000
7621	2.0000	43.0000	2557.0000
7841	2.0000	36.0000	2144.0000
4050	2.0000	28.0000	1637.0000
7851	2.0000	35.0000	2082.0000
9801	5.0000	119.0000	7139.0000
3480	5.0000	118.0000	7049.0000
3660	4.0000	94.0000	5635.0000
3960	2.0000	46.0000	2708.0000
9961	5.0000	109.0000	6483.0000
10111	4.0000	96.0000	5752.0000
10121	4.0000	94.0000	5633.0000
10131	4.0000	94.0000	5599.0000
10321	3.0000	72.0000	4310.0000
3790	3.0000	71.0000	4207.0000
11041	2.0000	42.0000	2518.0000
4040	2.0000	31.0000	1836.0000
12671	7.0000	149.0000	8920.0000
17921	3.0000	56.0000	3311.0000
17931	3.0000	56.0000	3306.0000
17981	3.0000	53.0000	3148.0000
4191	8.0000	171.0000	10227.0000
10021	5.0000	100.0000	5942.0000
10271	4.0000	73.0000	4360.0000
10421	3.0000	67.0000	4012.0000
10791	3.0000	50.0000	2972.0000
10921	2.0000	46.0000	2755.0000
10941	2.0000	46.0000	2728.0000
11151	2.0000	32.0000	1882.0000
13681	4.0000	92.0000	5483.0000
14101	3.0000	52.0000	3095.0000
15441	6.0000	132.0000	7892.0000
15511	6.0000	122.0000	7317.0000
6420	6.0000	121.0000	7253.0000
6440	5.0000	118.0000	7023.0000
15541	5.0000	117.0000	6999.0000
19911	5.0000	105.0000	6288.0000
691	10.0000	220.0000	13200.0000
7171	3.0000	54.0000	3181.0000
11251	2.0000	27.0000	1611.0000
11391	2.0000	25.0000	1450.0000
12571	7.0000	151.0000	9034.0000
12611	7.0000	150.0000	8979.0000
17891	3.0000	57.0000	3370.0000
18011	3.0000	52.0000	3073.0000
18061	2.0000	44.0000	2626.0000
4111	8.0000	171.0000	10257.0000
9951	5.0000	109.0000	6532.0000
10071	5.0000	97.0000	5803.0000
10091	5.0000	97.0000	5786.0000
3640	5.0000	97.0000	5765.0000
3690	4.0000	84.0000	5014.0000
3720	4.0000	77.0000	4561.0000
3990	2.0000	45.0000	2680.0000
15431	6.0000	133.0000	7935.0000
15461	6.0000	128.0000	7660.0000
15521	6.0000	122.0000	7286.0000
19831	5.0000	116.0000	6947.0000
20051	4.0000	96.0000	5735.0000
681	10.0000	220.0000	13200.0000
981	10.0000	218.0000	13067.0000
1881	9.0000	198.0000	11856.0000
440	9.0000	198.0000	11854.0000
7131	3.0000	55.0000	3286.0000
20431	3.0000	66.0000	3910.0000
20441	3.0000	65.0000	3852.0000
12491	7.0000	159.0000	9487.0000
17881	3.0000	57.0000	3398.0000
4101	8.0000	172.0000	10263.0000
4131	8.0000	171.0000	10247.0000
4311	8.0000	169.0000	10139.0000
4351	8.0000	169.0000	10111.0000
1350	7.0000	158.0000	9464.0000
1390	7.0000	148.0000	8870.0000
15371	6.0000	139.0000	8318.0000
15641	4.0000	95.0000	5648.0000
19801	5.0000	117.0000	6999.0000
20041	5.0000	97.0000	5762.0000
20071	4.0000	95.0000	5669.0000
20101	4.0000	93.0000	5575.0000
20641	2.0000	48.0000	2859.0000
641	10.0000	221.0000	13206.0000
711	10.0000	220.0000	13191.0000
841	10.0000	220.0000	13171.0000
891	10.0000	220.0000	13142.0000
5031	7.0000	149.0000	8895.0000
1400	7.0000	148.0000	8844.0000
2090	3.0000	58.0000	3445.0000
2200	3.0000	50.0000	2987.0000
7091	3.0000	60.0000	3580.0000
2120	3.0000	53.0000	3176.0000
2210	3.0000	50.0000	2971.0000
6530	4.0000	84.0000	5024.0000
7271	3.0000	50.0000	2996.0000
6991	3.0000	66.0000	3921.0000
7011	3.0000	65.0000	3872.0000
7341	2.0000	48.0000	2859.0000
7881	2.0000	34.0000	1998.0000
12471	7.0000	159.0000	9513.0000
12721	7.0000	148.0000	8821.0000
12811	6.0000	144.0000	8585.0000
7200	7.0000	156.0000	9319.0000
18551	6.0000	125.0000	7488.0000
17741	4.0000	74.0000	4391.0000
17801	3.0000	71.0000	4252.0000
7230	7.0000	149.0000	8887.0000
17901	3.0000	56.0000	3329.0000
18321	1.0000	1.0000	45.0000
18361	7.0000	164.0000	9831.0000
18651	5.0000	102.0000	6071.0000
18741	5.0000	97.0000	5778.0000
18781	4.0000	92.0000	5464.0000
3981	8.0000	173.0000	10344.0000
9831	5.0000	119.0000	7095.0000
15271	6.0000	142.0000	8520.0000
15291	6.0000	142.0000	8483.0000
15611	5.0000	103.0000	6125.0000
15631	4.0000	95.0000	5696.0000
15691	4.0000	84.0000	5036.0000
15821	3.0000	71.0000	4224.0000
16011	3.0000	49.0000	2911.0000
6800	1.0000	3.0000	159.0000
16731	10.0000	236.0000	14159.0000
17731	4.0000	75.0000	4487.0000
19671	5.0000	120.0000	7147.0000
19681	5.0000	119.0000	7123.0000
19711	5.0000	118.0000	7073.0000
7440	5.0000	118.0000	7057.0000
7590	3.0000	72.0000	4269.0000
19741	5.0000	118.0000	7060.0000
7600	3.0000	68.0000	4074.0000
7670	3.0000	57.0000	3381.0000
19761	5.0000	118.0000	7056.0000
19781	5.0000	118.0000	7052.0000
19791	5.0000	118.0000	7050.0000
7470	5.0000	113.0000	6751.0000
7490	5.0000	112.0000	6680.0000
611	10.0000	221.0000	13217.0000
651	10.0000	221.0000	13205.0000
110	10.0000	218.0000	13064.0000
500	9.0000	197.0000	11796.0000
741	10.0000	220.0000	13183.0000
100	10.0000	218.0000	13066.0000
1781	9.0000	201.0000	12036.0000
490	9.0000	197.0000	11798.0000
6921	3.0000	66.0000	3958.0000
7041	3.0000	64.0000	3799.0000
7051	3.0000	64.0000	3791.0000
12451	7.0000	162.0000	9665.0000
12631	7.0000	150.0000	8967.0000
17651	4.0000	87.0000	5187.0000
17701	4.0000	79.0000	4737.0000
17721	4.0000	76.0000	4534.0000
17821	3.0000	67.0000	3983.0000
7130	2.0000	46.0000	2717.0000
7250	7.0000	145.0000	8688.0000
17831	3.0000	66.0000	3935.0000
7080	3.0000	65.0000	3844.0000
18051	2.0000	48.0000	2827.0000
7120	2.0000	46.0000	2717.0000
18371	7.0000	163.0000	9755.0000
7210	7.0000	149.0000	8902.0000
18431	7.0000	149.0000	8910.0000
7220	7.0000	149.0000	8892.0000
7240	7.0000	148.0000	8878.0000
7260	7.0000	145.0000	8687.0000
18831	4.0000	82.0000	4904.0000
3941	8.0000	173.0000	10370.0000
5051	7.0000	149.0000	8882.0000
9811	5.0000	119.0000	7133.0000
12951	6.0000	132.0000	7861.0000
13251	5.0000	118.0000	7053.0000
13271	5.0000	118.0000	7043.0000
14071	3.0000	53.0000	3137.0000
15261	6.0000	143.0000	8567.0000
15401	6.0000	137.0000	8171.0000
15251	6.0000	144.0000	8619.0000
19621	6.0000	123.0000	7357.0000
19841	5.0000	116.0000	6929.0000
601	10.0000	221.0000	13228.0000
951	10.0000	218.0000	13077.0000
1541	9.0000	208.0000	12479.0000
1551	9.0000	208.0000	12468.0000
2451	8.0000	192.0000	11485.0000
6901	3.0000	67.0000	3962.0000
6931	3.0000	66.0000	3957.0000
7021	3.0000	65.0000	3862.0000
7701	2.0000	40.0000	2361.0000
7771	2.0000	39.0000	2319.0000
12361	7.0000	164.0000	9785.0000
17621	4.0000	90.0000	5354.0000
17661	4.0000	86.0000	5149.0000
17671	4.0000	86.0000	5142.0000
17771	3.0000	72.0000	4295.0000
7290	2.0000	42.0000	2493.0000
18991	2.0000	43.0000	2536.0000
19021	2.0000	31.0000	1805.0000
7330	2.0000	28.0000	1640.0000
19041	2.0000	27.0000	1564.0000
3701	8.0000	176.0000	10528.0000
4031	8.0000	173.0000	10321.0000
12201	7.0000	168.0000	10059.0000
12501	7.0000	159.0000	9485.0000
12511	7.0000	158.0000	9466.0000
4860	7.0000	156.0000	9336.0000
5160	6.0000	127.0000	7616.0000
12621	7.0000	150.0000	8972.0000
4980	7.0000	150.0000	8964.0000
5020	7.0000	147.0000	8788.0000
5150	6.0000	132.0000	7862.0000
12851	6.0000	140.0000	8399.0000
5620	3.0000	72.0000	4300.0000
12961	6.0000	131.0000	7831.0000
13581	5.0000	98.0000	5873.0000
5730	3.0000	54.0000	3211.0000
5860	2.0000	48.0000	2840.0000
13821	3.0000	72.0000	4304.0000
6380	6.0000	123.0000	7336.0000
6400	6.0000	122.0000	7320.0000
