ID	ABSOLUTE_MOD	RELATIVE_MOD
4191	1.0000	0.0263
10021	0.0000	0.0000
10271	0.0000	0.0000
10421	0.0000	0.0000
10791	0.0000	0.0000
10921	0.0000	0.0000
10941	0.0000	0.0000
11151	0.0000	0.0000
13681	0.0000	0.0000
14101	0.0000	0.0000
15441	0.0000	0.0000
15511	1.0000	0.0119
6420	2.0000	0.0136
6440	1.0000	0.0526
15541	1.0000	0.0141
19911	1.0000	0.0094
691	0.0000	0.0000
7171	0.0000	0.0000
11251	0.0000	0.0000
11391	0.0000	0.0000
12571	2.0000	0.0148
12611	2.0000	0.0081
17891	2.0000	0.0148
18011	0.0000	0.0000
18061	0.0000	0.0000
4111	1.0000	0.0091
9951	0.0000	0.0000
10071	2.0000	0.0225
10091	5.0000	0.0394
3640	2.0000	0.0208
3690	1.0000	0.0106
3720	2.0000	0.0200
3990	1.0000	0.0055
15431	2.0000	0.0274
15461	0.0000	0.0000
15521	1.0000	0.0175
19831	1.0000	0.0106
20051	1.0000	0.0385
681	1.0000	0.0045
981	0.0000	0.0000
1881	0.0000	0.0000
440	1.0000	0.0625
7131	1.0000	0.0083
20431	8.0000	0.0254
20441	0.0000	0.0000
12491	2.0000	0.0099
17881	1.0000	0.0053
4101	3.0000	0.0210
4131	1.0000	0.1250
4311	1.0000	0.0061
4351	0.0000	0.0000
1350	2.0000	0.0202
1390	0.0000	0.0000
15371	4.0000	0.0286
15641	0.0000	0.0000
19801	1.0000	0.0175
20041	1.0000	0.0143
20071	2.0000	0.0238
20101	0.0000	0.0000
20641	0.0000	0.0000
641	1.0000	0.0417
711	0.0000	0.0000
841	4.0000	0.0526
891	0.0000	0.0000
5031	0.0000	0.0000
1400	1.0000	0.0049
2090	2.0000	0.0180
2200	0.0000	0.0000
7091	0.0000	0.0000
2120	0.0000	0.0000
2210	3.0000	0.0341
6530	1.0000	0.0323
7271	3.0000	0.0112
6991	3.0000	0.0250
7011	5.0000	0.0329
7341	1.0000	0.0094
7881	4.0000	0.0131
12471	1.0000	0.0061
12721	1.0000	0.0278
12811	0.0000	0.0000
7200	0.0000	0.0000
18551	1.0000	0.0417
17741	1.0000	0.0101
17801	1.0000	0.0118
7230	0.0000	0.0000
17901	0.0000	0.0000
18321	0.0000	0.0000
18361	0.0000	0.0000
18651	0.0000	0.0000
18741	0.0000	0.0000
18781	0.0000	0.0000
3981	0.0000	0.0000
9831	1.0000	0.0145
15271	1.0000	0.0072
15291	0.0000	0.0000
15611	2.0000	0.0417
15631	0.0000	0.0000
15691	0.0000	0.0000
15821	4.0000	0.0159
16011	0.0000	0.0000
6800	0.0000	0.0000
16731	3.0000	0.0400
17731	2.0000	0.0241
19671	1.0000	0.0204
19681	0.0000	0.0000
19711	0.0000	0.0000
7440	1.0000	0.1000
7590	0.0000	0.0000
19741	0.0000	0.0000
7600	1.0000	0.0833
7670	0.0000	0.0000
19761	0.0000	0.0000
19781	0.0000	0.0000
19791	0.0000	0.0000
7470	2.0000	0.0187
7490	0.0000	0.0000
611	0.0000	0.0000
651	0.0000	0.0000
110	1.0000	0.0435
500	1.0000	0.0400
741	0.0000	0.0000
100	0.0000	0.0000
1781	1.0000	0.0213
490	0.0000	0.0000
6921	2.0000	0.0143
7041	1.0000	0.0238
7051	1.0000	0.0185
12451	2.0000	0.0080
12631	0.0000	0.0000
17651	1.0000	0.0189
17701	0.0000	0.0000
17721	2.0000	0.0270
17821	2.0000	0.0294
7130	1.0000	0.0435
7250	0.0000	0.0000
17831	0.0000	0.0000
7080	0.0000	0.0000
18051	0.0000	0.0000
7120	0.0000	0.0000
18371	0.0000	0.0000
7210	0.0000	0.0000
18431	3.0000	0.0492
7220	1.0000	0.0556
7240	1.0000	0.0139
7260	0.0000	0.0000
18831	1.0000	0.0323
3941	1.0000	0.0357
5051	2.0000	0.0312
9811	1.0000	0.0526
12951	0.0000	0.0000
13251	0.0000	0.0000
13271	1.0000	0.0088
14071	2.0000	0.0606
15261	0.0000	0.0000
15401	2.0000	0.0122
15251	0.0000	0.0000
19621	3.0000	0.0612
19841	1.0000	0.0204
601	0.0000	0.0000
951	2.0000	0.0196
1541	0.0000	0.0000
1551	1.0000	0.0192
2451	1.0000	0.0185
6901	7.0000	0.0224
6931	1.0000	0.1000
7021	7.0000	0.0352
7701	0.0000	0.0000
7771	0.0000	0.0000
12361	1.0000	0.0123
17621	0.0000	0.0000
17661	5.0000	0.0215
17671	1.0000	0.0227
17771	1.0000	0.0417
7290	0.0000	0.0000
18991	3.0000	0.0171
19021	1.0000	0.0303
7330	0.0000	0.0000
19041	1.0000	0.0455
3701	3.0000	0.0229
4031	2.0000	0.0182
12201	3.0000	0.0229
12501	0.0000	0.0000
12511	1.0000	0.0185
4860	2.0000	0.0455
5160	3.0000	0.0366
12621	0.0000	0.0000
4980	0.0000	0.0000
5020	1.0000	0.0323
5150	0.0000	0.0000
12851	1.0000	0.0208
5620	0.0000	0.0000
12961	13.0000	0.0277
13581	1.0000	0.0106
5730	1.0000	0.0161
5860	0.0000	0.0000
13821	1.0000	0.0294
6380	1.0000	0.0152
6400	1.0000	0.0175
6410	1.0000	0.0062
14241	1.0000	0.0238
15311	1.0000	0.0270
15331	6.0000	0.0390
21061	1.0000	0.0278
9781	3.0000	0.0492
9851	0.0000	0.0000
9861	0.0000	0.0000
3630	0.0000	0.0000
10081	1.0000	0.0189
15211	4.0000	0.0288
15301	2.0000	0.0146
15411	3.0000	0.0254
6360	2.0000	0.0102
15591	1.0000	0.0094
16871	1.0000	0.0052
7090	0.0000	0.0000
7100	0.0000	0.0000
16921	1.0000	0.0078
21071	1.0000	0.0278
19591	1.0000	0.0286
19651	0.0000	0.0000
19721	3.0000	0.0566
19811	1.0000	0.0213
20011	1.0000	0.0263
581	0.0000	0.0000
661	0.0000	0.0000
2741	0.0000	0.0000
6801	2.0000	0.0179
12311	3.0000	0.0078
12591	2.0000	0.0217
13111	1.0000	0.0204
5350	1.0000	0.0042
5360	0.0000	0.0000
7810	0.0000	0.0000
13151	3.0000	0.0417
5340	0.0000	0.0000
17611	1.0000	0.0110
17711	1.0000	0.0476
17751	4.0000	0.0161
7640	0.0000	0.0000
7650	1.0000	0.0526
17941	4.0000	0.0179
17991	3.0000	0.0275
7660	0.0000	0.0000
20611	6.0000	0.0156
7700	6.0000	0.0128
7710	3.0000	0.0469
20631	2.0000	0.0169
20701	2.0000	0.0392
3601	2.0000	0.0278
3781	3.0000	0.0588
950	2.0000	0.0267
6591	2.0000	0.0152
2000	0.0000	0.0000
6631	0.0000	0.0000
9661	1.0000	0.0357
9691	4.0000	0.0181
3400	0.0000	0.0000
3770	1.0000	0.0060
3780	1.0000	0.0370
9711	0.0000	0.0000
10281	0.0000	0.0000
10301	0.0000	0.0000
10441	1.0000	0.0179
15181	4.0000	0.0222
15201	4.0000	0.0408
6320	1.0000	0.0200
6770	1.0000	0.0135
7070	1.0000	0.0175
16941	1.0000	0.0078
17001	2.0000	0.0513
17171	4.0000	0.0317
6890	3.0000	0.0197
6900	1.0000	0.0065
6920	2.0000	0.0075
17191	3.0000	0.0211
17841	0.0000	0.0000
18731	2.0000	0.0152
19561	0.0000	0.0000
19751	0.0000	0.0000
551	0.0000	0.0000
3041	2.0000	0.0238
680	3.0000	0.0811
3761	2.0000	0.0714
1360	0.0000	0.0000
1880	0.0000	0.0000
4441	2.0000	0.1111
1220	1.0000	0.0833
4641	2.0000	0.0211
4920	0.0000	0.0000
4651	1.0000	0.0196
3740	0.0000	0.0000
4801	0.0000	0.0000
5181	3.0000	0.0385
7101	2.0000	0.0351
7141	0.0000	0.0000
2240	0.0000	0.0000
12531	0.0000	0.0000
12601	1.0000	0.0141
18841	1.0000	0.0101
6781	6.0000	0.0385
10031	1.0000	0.1250
10061	1.0000	0.0625
10381	1.0000	0.0109
12161	4.0000	0.0245
12171	0.0000	0.0000
5260	2.0000	0.0833
12221	0.0000	0.0000
12231	0.0000	0.0000
4940	1.0000	0.0141
12261	0.0000	0.0000
4600	1.0000	0.0175
4760	0.0000	0.0000
5090	0.0000	0.0000
5240	1.0000	0.0089
5250	0.0000	0.0000
5270	2.0000	0.0198
5470	2.0000	0.0082
12271	0.0000	0.0000
12351	0.0000	0.0000
12411	0.0000	0.0000
12461	1.0000	0.0074
12581	0.0000	0.0000
12691	0.0000	0.0000
5010	0.0000	0.0000
5280	0.0000	0.0000
5480	1.0000	0.0263
5810	1.0000	0.0145
12711	0.0000	0.0000
12751	0.0000	0.0000
12891	0.0000	0.0000
5120	0.0000	0.0000
5130	0.0000	0.0000
13201	0.0000	0.0000
13321	1.0000	0.0152
13591	2.0000	0.0312
17501	2.0000	0.0102
3371	2.0000	0.0167
3411	0.0000	0.0000
1990	2.0000	0.0253
3451	0.0000	0.0000
1460	2.0000	0.0444
9641	0.0000	0.0000
15131	0.0000	0.0000
15151	1.0000	0.0159
15161	0.0000	0.0000
6270	0.0000	0.0000
15191	0.0000	0.0000
6300	1.0000	0.0108
19481	0.0000	0.0000
19731	0.0000	0.0000
21851	0.0000	0.0000
7900	1.0000	0.0152
541	0.0000	0.0000
751	0.0000	0.0000
6681	0.0000	0.0000
6721	1.0000	0.0093
6751	0.0000	0.0000
6771	0.0000	0.0000
12071	1.0000	0.0070
12181	0.0000	0.0000
12701	0.0000	0.0000
17481	1.0000	0.0111
3311	6.0000	0.0288
3321	3.0000	0.0345
3991	1.0000	0.0256
4211	2.0000	0.0196
4411	1.0000	0.0233
4471	4.0000	0.0280
4661	1.0000	0.0164
4831	3.0000	0.0326
4861	4.0000	0.0292
4871	1.0000	0.0116
4901	1.0000	0.0175
4911	0.0000	0.0000
5681	0.0000	0.0000
5721	4.0000	0.0222
1610	7.0000	0.0262
5861	0.0000	0.0000
9551	2.0000	0.0227
10311	1.0000	0.0164
10361	0.0000	0.0000
15091	1.0000	0.0060
19431	0.0000	0.0000
19451	0.0000	0.0000
19491	1.0000	0.0154
19501	1.0000	0.0256
19521	0.0000	0.0000
19531	0.0000	0.0000
19541	0.0000	0.0000
7400	0.0000	0.0000
19551	1.0000	0.0149
19581	1.0000	0.0345
7520	0.0000	0.0000
7530	1.0000	0.0250
20001	1.0000	0.0263
20511	0.0000	0.0000
7690	1.0000	0.0526
20691	0.0000	0.0000
531	0.0000	0.0000
761	0.0000	0.0000
6441	2.0000	0.0317
8571	0.0000	0.0000
8641	0.0000	0.0000
8751	0.0000	0.0000
8871	0.0000	0.0000
9491	1.0000	0.0167
9921	0.0000	0.0000
10161	0.0000	0.0000
10191	0.0000	0.0000
10201	0.0000	0.0000
10211	0.0000	0.0000
10221	0.0000	0.0000
10241	0.0000	0.0000
10771	0.0000	0.0000
10801	0.0000	0.0000
10871	0.0000	0.0000
11121	0.0000	0.0000
11161	1.0000	0.0164
11771	0.0000	0.0000
21841	0.0000	0.0000
22041	2.0000	0.0339
22151	1.0000	0.0256
12061	0.0000	0.0000
12091	0.0000	0.0000
12101	0.0000	0.0000
12111	2.0000	0.0400
12401	1.0000	0.0097
13011	2.0000	0.0444
14301	1.0000	0.0244
14671	1.0000	0.0312
14711	1.0000	0.0115
17471	0.0000	0.0000
3231	0.0000	0.0000
9531	2.0000	0.0211
9761	0.0000	0.0000
15021	0.0000	0.0000
15031	1.0000	0.0200
15051	0.0000	0.0000
6220	0.0000	0.0000
6230	0.0000	0.0000
6240	0.0000	0.0000
6430	0.0000	0.0000
15341	1.0000	0.0303
6450	0.0000	0.0000
15381	0.0000	0.0000
15471	0.0000	0.0000
15481	0.0000	0.0000
6370	2.0000	0.0127
6390	5.0000	0.0127
16461	0.0000	0.0000
19411	3.0000	0.0148
19881	2.0000	0.0220
7480	3.0000	0.0142
19901	2.0000	0.0088
19931	0.0000	0.0000
20381	1.0000	0.0185
521	2.0000	0.0189
591	1.0000	0.0063
901	0.0000	0.0000
1571	1.0000	0.0149
2341	0.0000	0.0000
4331	1.0000	0.0056
6331	1.0000	0.0192
6341	0.0000	0.0000
6481	0.0000	0.0000
6661	0.0000	0.0000
12041	3.0000	0.0244
12081	0.0000	0.0000
12121	0.0000	0.0000
12191	1.0000	0.0189
17361	0.0000	0.0000
17421	0.0000	0.0000
17441	0.0000	0.0000
3221	3.0000	0.0191
3421	3.0000	0.0242
1450	5.0000	0.0556
3441	2.0000	0.0194
1240	3.0000	0.0231
4011	0.0000	0.0000
1280	2.0000	0.0154
4141	6.0000	0.0395
1200	4.0000	0.0303
1250	1.0000	0.0154
4381	2.0000	0.0303
4541	3.0000	0.0188
1260	2.0000	0.0267
4611	2.0000	0.0063
1270	2.0000	0.0187
1300	3.0000	0.0126
1700	1.0000	0.0233
4631	2.0000	0.0364
5171	6.0000	0.0550
5231	1.0000	0.0031
1490	1.0000	0.0096
1500	2.0000	0.0087
1580	1.0000	0.0139
1680	2.0000	0.0488
1860	2.0000	0.0200
5491	15.0000	0.0367
1570	1.0000	0.0080
1780	3.0000	0.0556
5551	4.0000	0.0325
1710	2.0000	0.0172
5561	5.0000	0.0505
1770	0.0000	0.0000
6141	6.0000	0.0472
6511	0.0000	0.0000
7061	0.0000	0.0000
8331	4.0000	0.0214
12971	5.0000	0.0299
9501	2.0000	0.0247
9721	0.0000	0.0000
3530	1.0000	0.0370
3580	0.0000	0.0000
14991	0.0000	0.0000
15141	0.0000	0.0000
15281	0.0000	0.0000
15711	0.0000	0.0000
15861	0.0000	0.0000
16301	0.0000	0.0000
6750	0.0000	0.0000
19371	0.0000	0.0000
19391	2.0000	0.0256
511	1.0000	0.0137
571	1.0000	0.0182
2421	0.0000	0.0000
6261	0.0000	0.0000
12031	0.0000	0.0000
13001	2.0000	0.0741
18151	2.0000	0.0465
18241	1.0000	0.0100
19321	1.0000	0.0035
19381	0.0000	0.0000
7410	0.0000	0.0000
17351	2.0000	0.0294
17811	1.0000	0.0556
20771	5.0000	0.0238
3191	0.0000	0.0000
9401	0.0000	0.0000
9631	0.0000	0.0000
9771	2.0000	0.0164
9791	0.0000	0.0000
3900	0.0000	0.0000
14941	2.0000	0.0097
15061	12.0000	0.0321
15071	16.0000	0.0244
15081	8.0000	0.0244
19361	1.0000	0.0167
461	0.0000	0.0000
491	0.0000	0.0000
781	0.0000	0.0000
6211	1.0000	0.0078
6601	0.0000	0.0000
6641	0.0000	0.0000
7001	0.0000	0.0000
2060	1.0000	0.0096
2260	0.0000	0.0000
7421	0.0000	0.0000
2280	1.0000	0.0062
7741	0.0000	0.0000
8841	0.0000	0.0000
13491	0.0000	0.0000
13691	0.0000	0.0000
14001	1.0000	0.0087
16701	0.0000	0.0000
7150	0.0000	0.0000
17121	1.0000	0.0079
7340	0.0000	0.0000
17681	0.0000	0.0000
19231	0.0000	0.0000
19301	0.0000	0.0000
12011	3.0000	0.0182
12051	0.0000	0.0000
13351	1.0000	0.0159
17341	2.0000	0.0148
2921	0.0000	0.0000
3271	1.0000	0.0263
9351	2.0000	0.0312
9361	3.0000	0.0270
9391	1.0000	0.0185
9441	0.0000	0.0000
9451	1.0000	0.0179
14881	0.0000	0.0000
14891	0.0000	0.0000
14901	0.0000	0.0000
6160	0.0000	0.0000
15241	2.0000	0.0169
19211	4.0000	0.0066
19291	24.0000	0.0192
7350	10.0000	0.0167
421	0.0000	0.0000
791	0.0000	0.0000
2781	1.0000	0.0222
690	0.0000	0.0000
720	2.0000	0.0118
850	4.0000	0.0183
920	0.0000	0.0000
930	4.0000	0.0167
3101	3.0000	0.0319
3151	0.0000	0.0000
8291	0.0000	0.0000
8391	3.0000	0.0256
3670	0.0000	0.0000
6051	3.0000	0.0252
6111	1.0000	0.0054
6491	0.0000	0.0000
11981	1.0000	0.0227
12001	0.0000	0.0000
12281	0.0000	0.0000
12881	1.0000	0.0182
12911	0.0000	0.0000
13101	3.0000	0.0349
13211	0.0000	0.0000
17321	0.0000	0.0000
2631	2.0000	0.0106
11941	1.0000	0.0048
11951	0.0000	0.0000
9281	0.0000	0.0000
9381	0.0000	0.0000
9731	2.0000	0.0101
9821	0.0000	0.0000
14851	0.0000	0.0000
15121	1.0000	0.0164
6280	1.0000	0.0278
6290	0.0000	0.0000
15171	0.0000	0.0000
19201	3.0000	0.0242
19221	2.0000	0.0183
7360	3.0000	0.0109
7380	3.0000	0.0117
7390	2.0000	0.0110
7420	2.0000	0.0204
7450	0.0000	0.0000
19311	0.0000	0.0000
19331	1.0000	0.0400
19341	0.0000	0.0000
19351	2.0000	0.0267
19421	0.0000	0.0000
19471	2.0000	0.0143
19861	1.0000	0.0042
7460	2.0000	0.0267
381	1.0000	0.0263
831	0.0000	0.0000
1001	0.0000	0.0000
3571	0.0000	0.0000
3621	0.0000	0.0000
7251	0.0000	0.0000
5961	0.0000	0.0000
5981	3.0000	0.0286
1890	1.0000	0.0101
6061	3.0000	0.0178
6101	5.0000	0.0144
6311	5.0000	0.0155
6321	8.0000	0.0281
7071	2.0000	0.0220
7191	1.0000	0.0085
7221	1.0000	0.0075
7411	2.0000	0.0153
8271	3.0000	0.0092
11971	0.0000	0.0000
17291	3.0000	0.0128
17311	0.0000	0.0000
17331	0.0000	0.0000
17431	0.0000	0.0000
17451	0.0000	0.0000
17531	0.0000	0.0000
17551	1.0000	0.0204
17571	2.0000	0.0274
17641	1.0000	0.0200
17781	0.0000	0.0000
17791	0.0000	0.0000
7060	0.0000	0.0000
17951	0.0000	0.0000
18311	0.0000	0.0000
2381	6.0000	0.0186
4171	2.0000	0.0476
1330	0.0000	0.0000
1440	1.0000	0.1000
1510	0.0000	0.0000
1650	0.0000	0.0000
1900	0.0000	0.0000
4261	1.0000	0.0357
1320	1.0000	0.0385
4271	0.0000	0.0000
1150	1.0000	0.0147
1730	0.0000	0.0000
1920	1.0000	0.0303
4080	2.0000	0.0163
4321	1.0000	0.0078
1160	0.0000	0.0000
4681	5.0000	0.0314
1310	3.0000	0.0222
1560	2.0000	0.0312
4701	1.0000	0.0909
4961	1.0000	0.0244
5011	0.0000	0.0000
5521	0.0000	0.0000
5771	0.0000	0.0000
5791	0.0000	0.0000
5901	0.0000	0.0000
6011	2.0000	0.0183
6191	1.0000	0.0455
6371	0.0000	0.0000
7791	0.0000	0.0000
2480	0.0000	0.0000
8021	0.0000	0.0000
8521	0.0000	0.0000
8611	1.0000	0.0200
9251	3.0000	0.0248
9271	1.0000	0.0094
14741	4.0000	0.0142
14801	0.0000	0.0000
14841	2.0000	0.0128
15321	2.0000	0.0455
15601	0.0000	0.0000
16841	2.0000	0.0714
19171	1.0000	0.0175
291	1.0000	0.0087
341	1.0000	0.0081
30	0.0000	0.0000
40	1.0000	0.0085
431	1.0000	0.0256
441	1.0000	0.0072
801	0.0000	0.0000
1051	2.0000	0.0385
3691	0.0000	0.0000
7381	1.0000	0.0103
5951	1.0000	0.0323
6151	2.0000	0.0172
11911	2.0000	0.0153
17231	1.0000	0.0270
17261	0.0000	0.0000
17271	0.0000	0.0000
17301	0.0000	0.0000
17461	0.0000	0.0000
17491	0.0000	0.0000
17591	0.0000	0.0000
2171	3.0000	0.0638
2691	4.0000	0.0165
800	1.0000	0.0053
2711	1.0000	0.0143
2771	7.0000	0.0222
9211	5.0000	0.0144
9481	2.0000	0.0213
9541	0.0000	0.0000
9681	0.0000	0.0000
4250	1.0000	0.0127
9701	2.0000	0.0157
3450	0.0000	0.0000
9881	0.0000	0.0000
9901	0.0000	0.0000
10981	5.0000	0.0210
4750	0.0000	0.0000
11171	0.0000	0.0000
11231	3.0000	0.0309
11281	1.0000	0.0076
12641	2.0000	0.0075
14681	1.0000	0.0233
19081	0.0000	0.0000
20141	0.0000	0.0000
20201	2.0000	0.0068
20351	0.0000	0.0000
7610	0.0000	0.0000
7620	2.0000	0.1111
7680	0.0000	0.0000
20521	0.0000	0.0000
281	0.0000	0.0000
941	2.0000	0.0213
971	3.0000	0.0390
2141	0.0000	0.0000
4851	0.0000	0.0000
8111	0.0000	0.0000
8131	1.0000	0.0130
5931	7.0000	0.0206
6121	0.0000	0.0000
1940	0.0000	0.0000
7031	2.0000	0.0109
8261	0.0000	0.0000
2630	0.0000	0.0000
2650	0.0000	0.0000
8401	0.0000	0.0000
11901	0.0000	0.0000
14021	1.0000	0.0072
14421	0.0000	0.0000
17211	2.0000	0.0192
17241	2.0000	0.0526
17251	0.0000	0.0000
7050	0.0000	0.0000
17281	1.0000	0.0141
17411	2.0000	0.0198
17541	1.0000	0.0294
6990	0.0000	0.0000
7000	0.0000	0.0000
17601	1.0000	0.0054
17861	3.0000	0.0097
17911	5.0000	0.0208
18021	1.0000	0.0068
18041	3.0000	0.0196
18081	4.0000	0.0455
18281	0.0000	0.0000
7190	1.0000	0.0500
18291	0.0000	0.0000
2051	0.0000	0.0000
2281	3.0000	0.0333
1810	3.0000	0.0118
2180	1.0000	0.0110
2961	1.0000	0.0196
1820	0.0000	0.0000
3211	2.0000	0.0606
3301	2.0000	0.0168
1830	7.0000	0.0560
3741	2.0000	0.0140
1760	3.0000	0.0638
1790	4.0000	0.0421
4041	1.0000	0.0312
4051	0.0000	0.0000
1800	0.0000	0.0000
4091	0.0000	0.0000
4391	2.0000	0.0526
4421	1.0000	0.0185
4981	5.0000	0.0265
5071	2.0000	0.0159
1840	1.0000	0.0167
5851	0.0000	0.0000
1960	0.0000	0.0000
6201	0.0000	0.0000
1850	0.0000	0.0000
1930	0.0000	0.0000
1950	0.0000	0.0000
6381	0.0000	0.0000
2150	1.0000	0.0357
9081	1.0000	0.0066
9291	0.0000	0.0000
3120	0.0000	0.0000
3170	0.0000	0.0000
3180	1.0000	0.0455
3190	0.0000	0.0000
3210	0.0000	0.0000
9331	2.0000	0.0513
3290	0.0000	0.0000
3350	0.0000	0.0000
3440	0.0000	0.0000
9371	2.0000	0.0235
3700	2.0000	0.0206
9561	2.0000	0.0163
9611	2.0000	0.0177
9671	0.0000	0.0000
3260	0.0000	0.0000
3360	0.0000	0.0000
9741	0.0000	0.0000
3370	1.0000	0.0122
3390	0.0000	0.0000
3410	0.0000	0.0000
3420	1.0000	0.0370
3430	0.0000	0.0000
3470	0.0000	0.0000
9841	0.0000	0.0000
3520	0.0000	0.0000
3620	5.0000	0.0172
9911	3.0000	0.0240
3600	0.0000	0.0000
3610	0.0000	0.0000
9981	1.0000	0.0417
3730	1.0000	0.0056
3750	1.0000	0.0192
9991	0.0000	0.0000
10171	0.0000	0.0000
10431	0.0000	0.0000
3810	7.0000	0.0192
3830	1.0000	0.0145
10591	1.0000	0.0286
10611	0.0000	0.0000
14651	0.0000	0.0000
14661	0.0000	0.0000
14701	2.0000	0.0317
14811	0.0000	0.0000
14821	0.0000	0.0000
14831	0.0000	0.0000
19071	1.0000	0.0115
19121	0.0000	0.0000
19701	0.0000	0.0000
19771	0.0000	0.0000
20731	3.0000	0.0210
21101	0.0000	0.0000
7870	1.0000	0.0167
271	1.0000	0.0217
361	0.0000	0.0000
401	0.0000	0.0000
821	0.0000	0.0000
1251	0.0000	0.0000
830	0.0000	0.0000
1590	0.0000	0.0000
3501	0.0000	0.0000
870	0.0000	0.0000
5641	0.0000	0.0000
9871	0.0000	0.0000
5970	0.0000	0.0000
11211	0.0000	0.0000
12991	0.0000	0.0000
13411	0.0000	0.0000
13761	0.0000	0.0000
13781	0.0000	0.0000
14481	0.0000	0.0000
5921	5.0000	0.0117
6131	5.0000	0.0439
11881	6.0000	0.0189
11891	0.0000	0.0000
12651	3.0000	0.0097
5070	0.0000	0.0000
5410	1.0000	0.0087
5540	0.0000	0.0000
12831	3.0000	0.0182
5200	2.0000	0.0133
5220	6.0000	0.0355
13171	3.0000	0.0517
5210	3.0000	0.1071
5230	0.0000	0.0000
5910	0.0000	0.0000
5920	1.0000	0.0060
17161	0.0000	0.0000
2041	0.0000	0.0000
2431	0.0000	0.0000
2761	1.0000	0.0182
2821	0.0000	0.0000
3121	0.0000	0.0000
3521	0.0000	0.0000
3591	2.0000	0.0500
3651	0.0000	0.0000
3661	0.0000	0.0000
3751	0.0000	0.0000
3771	0.0000	0.0000
960	0.0000	0.0000
2080	0.0000	0.0000
3821	1.0000	0.0067
4121	0.0000	0.0000
4501	0.0000	0.0000
5631	0.0000	0.0000
6361	0.0000	0.0000
6611	1.0000	0.0116
9061	1.0000	0.0073
9101	0.0000	0.0000
2940	1.0000	0.0370
2960	0.0000	0.0000
14631	1.0000	0.0143
16741	0.0000	0.0000
18981	0.0000	0.0000
19871	0.0000	0.0000
7500	2.0000	0.0100
7540	0.0000	0.0000
7550	0.0000	0.0000
20031	2.0000	0.0089
7570	0.0000	0.0000
20421	2.0000	0.0526
241	0.0000	0.0000
411	2.0000	0.0127
60	0.0000	0.0000
70	0.0000	0.0000
80	0.0000	0.0000
861	0.0000	0.0000
6620	0.0000	0.0000
15851	1.0000	0.0217
5781	0.0000	0.0000
9651	0.0000	0.0000
13031	0.0000	0.0000
15571	0.0000	0.0000
16911	0.0000	0.0000
18141	0.0000	0.0000
19031	0.0000	0.0000
20711	0.0000	0.0000
11851	0.0000	0.0000
17111	1.0000	0.0147
17141	0.0000	0.0000
17631	0.0000	0.0000
17851	1.0000	0.0227
2021	0.0000	0.0000
9021	1.0000	0.0051
9041	1.0000	0.0196
3220	0.0000	0.0000
3380	0.0000	0.0000
9621	1.0000	0.0189
13661	2.0000	0.0084
