ID	Q	A	I	R	P	N	O
10401	3	0	5	0	0	0	0
15661	0	0	0	0	1	0	4
15681	0	0	0	0	4	0	2
15771	0	1	0	0	3	0	1
20111	0	0	0	0	5	0	0
20491	0	0	0	0	5	0	0
20581	0	1	0	0	4	0	0
20721	0	1	0	0	1	0	3
20811	0	3	0	0	2	0	0
22051	0	0	0	0	4	0	1
1011	0	0	0	0	2	0	3
7301	0	0	5	0	0	0	0
7901	0	0	1	0	2	2	0
2530	0	0	0	0	3	2	0
2540	0	1	2	0	3	1	0
8201	0	1	0	3	2	0	0
12871	5	0	1	0	0	0	0
12981	0	5	0	0	0	0	0
13021	1	0	1	0	0	3	1
5190	0	5	0	0	0	0	0
13921	0	5	0	0	1	0	0
18031	5	0	0	0	0	0	0
4571	0	1	0	0	1	0	4
5431	0	0	0	0	5	0	0
5461	0	0	0	0	4	0	1
10341	0	0	3	1	0	1	0
10351	0	3	0	0	0	1	1
15651	3	0	1	0	1	1	0
20091	0	2	0	0	0	0	3
21531	0	0	0	0	4	0	1
21611	0	1	0	0	5	0	0
911	0	0	0	0	1	0	4
931	0	2	0	0	1	2	1
7261	0	1	0	0	1	2	2
12801	3	1	1	0	0	0	0
12821	2	2	2	0	1	0	1
5060	0	1	1	0	1	2	0
5080	0	5	0	0	0	0	0
12841	2	0	0	0	4	0	0
13851	0	3	0	1	2	0	0
18001	0	0	0	0	4	0	1
18101	5	0	0	0	1	0	0
18301	0	3	0	0	2	0	0
7180	4	0	0	0	3	0	0
18461	0	0	0	0	5	0	0
18481	2	0	0	0	2	0	1
4491	0	1	0	0	0	0	4
6541	0	0	0	0	2	0	2
10251	5	0	0	0	0	0	0
10291	0	5	0	0	0	0	0
10331	0	3	0	0	3	0	0
3910	5	0	0	0	0	0	0
4010	0	4	0	0	0	0	1
10661	0	4	0	0	0	0	1
3920	0	2	0	0	2	0	1
3930	0	0	0	0	4	0	1
10691	0	5	0	1	0	0	0
3940	1	0	0	0	1	0	2
10741	0	4	0	1	0	0	0
3950	0	2	0	0	4	0	0
10881	0	5	0	0	0	0	0
10961	3	2	0	0	3	0	0
3980	0	0	0	0	4	0	1
4000	0	3	0	0	2	0	0
10991	0	4	0	0	1	0	0
15581	5	0	0	0	0	0	0
19991	5	0	0	0	0	0	0
811	1	0	0	0	2	0	2
1281	0	1	0	0	3	0	1
410	0	1	0	0	3	0	1
1471	0	1	0	0	2	0	2
420	0	0	0	0	4	0	1
2391	0	0	0	0	2	0	3
8101	0	0	0	0	0	0	5
2560	0	0	0	0	4	0	1
7231	5	0	0	0	0	0	0
7281	1	0	2	0	0	1	1
7291	0	3	2	2	1	0	0
7471	0	4	0	1	0	0	0
7481	0	1	3	0	3	0	0
7511	0	2	0	2	1	1	0
7601	2	0	4	0	1	0	0
2310	2	1	1	0	0	0	1
2380	0	1	0	1	4	0	0
2450	0	0	0	0	4	0	1
7641	0	5	1	1	0	0	0
7681	0	4	0	0	2	0	0
2370	0	3	0	2	0	0	0
2400	0	0	0	0	5	0	0
7811	0	0	0	0	5	0	0
7951	0	0	5	0	3	0	0
2770	0	3	3	0	0	0	0
2920	0	0	2	0	2	1	0
8051	0	0	0	4	2	0	0
12761	0	1	0	0	3	1	2
12921	0	0	0	0	5	0	0
5140	0	0	0	0	5	0	1
5660	0	0	0	0	5	0	0
12941	0	0	0	0	5	0	0
5170	0	0	0	0	4	0	1
13061	0	0	0	0	5	0	0
13221	0	0	0	0	5	0	0
13241	0	0	0	0	5	0	0
13711	0	0	0	0	5	0	0
13741	0	0	0	0	5	0	0
13771	0	0	0	0	5	0	0
13891	0	1	0	0	5	0	0
13901	0	0	0	0	5	0	0
13931	0	0	0	0	5	0	0
13941	0	0	0	0	5	0	0
13971	0	0	0	0	5	0	0
14261	0	0	0	0	5	0	0
14321	0	0	0	0	4	0	0
14331	0	0	0	0	4	0	1
14451	0	0	0	0	5	0	0
14521	0	0	0	0	5	0	0
14591	0	0	0	0	5	0	0
14621	0	0	0	0	5	0	0
15951	0	0	0	0	5	0	0
6670	0	3	0	0	1	0	1
6680	0	0	0	0	4	0	0
6690	0	2	0	2	2	0	0
16131	0	0	1	0	5	1	0
16261	0	0	0	0	4	0	1
17971	0	0	1	0	0	0	4
18221	0	0	0	0	4	0	1
4301	4	0	0	0	1	0	0
4341	0	5	0	0	2	0	0
10231	4	0	2	0	0	0	0
15531	1	2	0	0	0	0	2
19961	0	0	4	1	0	1	0
20021	0	2	1	5	1	0	0
20271	2	0	4	0	0	0	0
731	0	0	0	0	1	0	4
851	0	4	0	0	0	0	1
1161	4	0	1	0	1	0	0
190	1	3	1	0	2	0	0
1190	1	4	0	0	0	0	1
1351	0	5	0	0	2	0	0
530	0	0	0	0	5	0	0
1631	0	2	0	0	1	0	3
550	0	2	0	0	5	0	0
1711	0	3	0	0	2	0	0
540	0	0	0	0	5	0	0
2121	0	1	1	0	1	0	2
710	0	0	0	0	4	0	1
3331	0	1	0	0	4	0	1
4561	0	0	0	0	4	0	2
4891	4	1	0	0	1	0	0
4951	0	3	0	0	2	0	0
6221	1	1	0	0	3	0	1
6651	0	0	0	0	4	0	1
6851	0	1	0	0	3	0	1
6861	0	0	0	0	5	0	0
10391	0	0	1	0	5	0	0
10411	0	0	0	0	2	0	3
11701	0	1	0	1	3	0	0
7211	0	1	0	0	0	0	4
7531	0	0	0	1	5	0	0
7561	0	0	0	0	4	0	2
7611	0	0	0	0	4	0	1
10461	0	2	0	0	3	0	1
12681	5	0	0	0	0	0	0
13141	0	5	0	0	0	0	0
13611	0	5	0	0	0	0	0
13641	0	5	0	0	3	0	0
5570	0	0	0	0	4	0	1
17961	5	0	1	0	0	0	0
18631	0	4	0	1	0	0	0
7370	2	1	0	0	3	0	1
18761	2	1	3	0	1	0	0
7280	0	0	1	0	1	0	4
19261	1	4	0	0	0	0	0
4231	0	0	0	0	1	0	4
4251	0	2	0	0	1	0	2
4361	0	0	0	0	5	0	0
4481	0	3	0	0	0	0	2
4551	2	2	0	0	1	0	1
4621	0	1	0	0	3	0	1
7151	0	2	0	0	3	0	0
7181	0	2	0	0	2	0	1
10051	5	0	0	0	0	0	0
10101	0	5	0	0	0	0	0
10581	4	0	0	0	2	0	0
15451	0	0	0	0	1	0	4
15491	0	0	0	0	5	0	0
15501	0	0	0	0	5	0	0
15911	3	0	0	0	4	0	0
15921	0	1	0	0	3	0	1
15961	0	0	0	0	1	1	3
15981	4	1	0	0	1	0	0
16161	0	3	0	0	0	0	2
16421	0	0	0	0	5	0	0
19951	4	1	1	0	0	0	0
20161	0	2	1	0	2	0	0
20501	0	0	0	0	5	0	0
20781	1	4	0	0	0	0	1
20821	2	0	0	0	4	0	0
21551	0	1	0	0	5	1	0
701	0	0	0	0	0	0	5
721	0	3	0	0	1	0	1
1641	1	0	0	0	0	0	4
1741	1	0	0	0	0	0	4
1821	0	0	0	0	0	0	5
1901	0	0	0	0	0	0	5
1921	1	0	0	0	0	0	4
2151	0	0	0	0	0	0	5
3931	0	0	0	0	0	0	5
4511	0	0	0	0	0	1	5
1620	0	0	0	0	0	0	5
5731	0	0	0	0	0	0	5
8461	0	0	0	0	0	0	5
10821	0	0	0	0	0	0	5
10891	0	0	0	0	0	0	5
4270	1	0	1	0	3	0	1
12321	0	0	0	0	0	0	5
12541	0	0	0	0	0	0	5
4930	0	0	0	0	0	0	5
12551	0	0	0	0	0	0	5
7201	0	0	0	0	2	0	3
7241	0	0	0	0	0	4	1
3650	0	1	0	0	0	3	1
7541	0	1	0	2	2	0	0
2410	0	2	1	1	4	0	0
7621	0	2	0	0	4	0	0
7841	0	2	0	0	0	1	2
4050	0	0	0	0	5	0	0
7851	0	0	0	0	4	0	1
9801	3	1	0	0	1	0	1
3480	0	0	1	0	3	0	1
3660	0	1	0	0	3	0	1
3960	0	2	0	0	3	0	1
9961	1	2	0	0	2	1	1
10111	0	1	0	1	1	3	0
10121	0	0	0	0	5	0	0
10131	0	1	0	0	4	0	0
10321	0	1	0	0	2	1	2
3790	0	0	1	0	5	0	0
11041	0	4	0	0	0	0	1
4040	1	2	1	0	1	2	0
12671	1	0	3	0	0	1	0
17921	1	0	4	0	0	0	0
17931	0	2	1	1	0	0	1
17981	0	0	1	3	3	0	0
4191	1	0	5	0	0	0	0
10021	0	0	0	0	0	0	5
10271	0	0	0	0	0	0	5
10421	0	0	0	0	0	0	5
10791	0	0	0	0	0	0	5
10921	0	0	0	0	0	0	5
10941	0	0	0	0	0	0	5
11151	0	0	0	0	0	0	5
13681	0	0	0	0	0	0	5
14101	0	0	0	0	0	0	5
15441	2	0	0	0	1	0	2
15511	0	0	0	2	2	1	0
6420	0	0	0	0	5	0	0
6440	5	0	0	0	0	0	0
15541	3	2	1	0	2	0	0
19911	0	1	4	1	1	0	0
691	0	1	0	0	1	0	3
7171	0	0	5	0	0	0	0
11251	2	1	3	0	0	0	0
11391	0	1	1	2	3	0	0
12571	5	0	0	0	0	0	0
12611	0	4	0	0	1	0	0
17891	5	0	1	0	1	0	0
18011	0	4	0	0	1	0	0
18061	3	1	1	0	1	0	0
4111	0	2	1	0	0	0	2
9951	4	1	0	0	0	0	0
10071	2	3	0	0	0	0	0
10091	3	2	0	0	1	0	0
3640	0	5	0	0	0	0	0
3690	0	4	0	0	0	0	1
3720	0	3	1	0	1	1	0
3990	0	5	0	0	0	0	0
15431	5	0	0	0	0	0	0
15461	0	5	0	0	0	0	0
15521	0	3	0	1	3	0	0
19831	2	0	3	1	0	0	0
20051	0	0	0	5	0	0	0
681	0	0	5	0	1	0	0
981	0	0	3	1	0	0	1
1881	0	0	4	0	2	0	0
440	0	2	0	3	0	0	0
7131	5	0	1	0	0	0	0
20431	4	1	0	0	0	0	0
20441	0	3	0	0	2	1	0
12491	0	0	5	0	1	0	0
17881	4	0	1	0	1	0	0
4101	5	0	0	0	0	0	0
4131	0	5	0	0	0	0	0
4311	0	3	1	0	1	0	0
4351	0	2	1	0	2	0	0
1350	1	1	2	0	3	1	0
1390	0	0	1	0	4	0	0
15371	1	0	3	0	1	0	0
15641	0	4	0	0	1	0	0
19801	0	0	0	0	4	0	1
20041	0	0	2	0	4	0	1
20071	0	0	0	0	4	0	1
20101	0	1	0	0	4	0	0
20641	0	0	0	0	5	0	0
641	4	0	1	0	0	0	1
711	1	4	0	0	0	0	0
841	4	4	0	0	0	0	0
891	0	5	0	0	0	0	0
5031	4	1	1	0	2	0	0
1400	0	4	0	0	1	0	0
2090	0	2	0	1	4	0	1
2200	4	4	0	0	0	0	0
7091	5	0	0	0	0	0	0
2120	0	4	0	0	1	0	0
2210	3	2	0	0	1	0	1
6530	0	0	5	0	1	0	0
7271	1	2	1	2	2	0	0
6991	4	1	0	0	0	0	0
7011	1	1	0	0	4	1	0
7341	0	4	0	0	0	0	1
7881	0	3	0	0	1	1	0
12471	0	0	5	0	0	0	0
12721	0	0	2	3	1	0	0
12811	0	0	0	5	0	0	0
7200	2	0	4	1	3	0	0
18551	0	0	1	4	0	0	0
17741	0	0	0	1	2	0	4
17801	0	1	0	2	2	0	1
7230	0	0	0	0	3	0	1
17901	0	0	0	0	5	0	0
18321	0	0	0	0	5	0	0
18361	0	0	0	0	0	0	5
18651	0	0	0	0	5	0	0
18741	0	0	0	0	5	0	0
18781	0	0	0	0	5	0	0
3981	0	1	0	0	0	0	4
9831	1	0	4	0	0	0	0
15271	0	1	0	0	1	0	4
15291	0	0	0	0	2	1	2
15611	3	0	0	0	2	0	0
15631	4	0	1	0	1	0	0
15691	0	4	0	1	1	0	0
15821	0	0	0	0	5	0	0
16011	0	0	0	0	4	0	1
6800	0	0	0	0	5	0	0
16731	2	0	0	0	5	0	0
17731	4	0	1	0	0	0	0
19671	4	0	1	0	2	0	0
19681	0	0	0	0	3	0	2
19711	0	2	0	0	1	1	2
7440	0	0	1	0	4	1	0
7590	0	0	0	0	5	0	0
19741	0	0	0	0	5	0	0
7600	0	1	0	0	1	0	3
7670	0	0	0	0	4	0	2
19761	0	0	0	0	4	0	1
19781	0	0	0	0	5	0	0
19791	2	1	1	0	2	0	0
7470	0	5	0	0	1	0	0
7490	0	0	0	1	4	0	0
611	1	0	0	0	2	0	2
651	0	0	0	0	4	0	1
110	0	0	0	0	4	0	1
500	3	0	0	0	1	0	2
741	0	1	0	1	2	0	1
100	0	0	0	0	5	0	0
1781	0	1	0	0	3	0	1
490	0	0	0	0	1	0	5
6921	0	2	0	0	0	0	3
7041	0	0	0	0	5	0	0
7051	0	3	0	1	2	0	0
12451	0	0	0	1	0	0	4
12631	0	0	0	0	5	0	0
17651	5	0	1	0	0	0	0
17701	0	2	0	1	3	0	0
17721	0	1	2	1	2	0	0
17821	0	2	0	3	1	0	0
7130	0	0	3	0	1	1	0
7250	0	0	0	5	0	0	0
17831	0	1	0	0	4	0	0
7080	0	0	0	3	4	0	0
18051	0	0	4	1	2	0	0
7120	0	0	3	0	3	1	0
18371	0	2	0	0	3	1	0
7210	0	1	0	0	1	1	2
18431	2	0	2	0	3	0	0
7220	0	4	0	1	1	0	0
7240	2	1	2	0	1	0	0
7260	0	3	0	3	0	0	0
18831	0	0	1	0	4	0	1
3941	5	0	0	0	0	0	0
5051	1	3	0	1	0	0	0
9811	1	0	1	0	0	0	3
12951	2	1	0	0	3	0	1
13251	3	2	0	0	0	0	2
13271	0	0	0	0	2	0	3
14071	0	2	0	0	1	0	2
15261	1	0	0	0	3	0	2
15401	4	1	0	0	2	0	1
15251	0	0	5	0	0	0	0
19621	5	0	0	0	0	0	0
19841	0	3	0	2	0	0	0
601	0	0	5	0	0	0	0
951	0	1	0	4	0	0	0
1541	0	2	0	4	0	0	0
1551	0	2	0	1	0	1	1
2451	0	0	1	3	0	0	1
6901	0	1	1	0	1	0	2
6931	0	4	0	0	0	2	0
7021	1	3	0	0	2	0	0
7701	0	1	0	0	4	0	0
7771	0	2	0	0	1	2	0
12361	0	0	2	0	1	0	2
17621	0	0	5	0	0	0	0
17661	0	0	5	0	1	0	0
17671	0	0	3	0	2	0	0
17771	0	0	2	2	1	0	0
7290	0	0	2	0	3	0	0
18991	0	0	4	0	2	0	0
19021	0	0	1	5	1	0	0
7330	0	0	0	0	4	0	1
19041	0	0	1	5	1	0	0
3701	1	0	2	0	1	1	1
4031	0	0	1	0	4	0	0
12201	0	2	1	1	3	1	0
12501	0	1	0	0	4	0	0
12511	0	1	1	1	2	3	0
4860	0	0	0	0	5	0	0
5160	0	5	0	0	1	0	0
12621	0	0	1	0	4	0	0
4980	5	0	0	0	0	0	0
5020	0	3	0	1	0	1	0
5150	0	0	0	0	4	1	0
12851	0	1	3	0	1	0	0
5620	0	0	0	0	5	0	0
12961	0	0	2	0	3	0	0
13581	0	1	0	1	2	1	0
5730	0	0	1	0	0	3	0
5860	0	4	0	0	1	0	0
13821	0	0	2	0	4	0	0
6380	0	3	0	1	1	1	0
6400	5	0	0	0	0	0	0
6410	0	1	0	0	3	0	1
14241	0	0	2	0	2	1	0
15311	0	0	2	1	3	1	0
15331	0	0	2	2	2	0	0
21061	1	0	3	0	0	1	0
9781	0	0	3	1	0	0	1
9851	0	5	0	0	0	0	0
9861	0	5	0	0	0	0	0
3630	0	0	0	0	5	0	0
10081	0	0	2	0	5	0	0
15211	0	0	4	0	0	0	1
15301	0	1	0	2	1	0	1
15411	1	0	0	0	4	0	1
6360	1	1	0	0	2	2	0
15591	0	2	0	0	2	0	1
16871	0	0	5	0	0	0	0
7090	0	1	2	1	4	0	0
7100	0	1	1	1	2	0	1
16921	0	0	4	0	2	0	0
21071	0	0	4	0	0	1	0
19591	1	0	4	0	0	0	0
19651	0	2	0	1	2	0	0
19721	0	0	2	0	1	2	1
19811	0	2	3	1	0	0	0
20011	0	0	0	5	0	0	0
581	0	1	0	0	1	0	4
661	0	1	1	2	0	0	3
2741	0	1	0	0	2	0	4
6801	4	0	1	0	0	1	0
12311	0	3	2	0	0	0	0
12591	0	0	0	0	5	0	0
13111	3	0	1	0	1	0	0
5350	0	5	0	0	0	0	0
5360	5	0	0	0	0	0	0
7810	1	5	0	0	0	0	1
13151	0	5	0	1	0	0	0
5340	0	2	1	0	0	3	0
17611	4	1	0	0	0	0	0
17711	1	0	0	0	4	0	0
17751	0	1	0	0	4	0	0
7640	0	3	0	0	3	0	0
7650	3	0	0	0	2	0	0
17941	1	1	0	0	1	0	2
17991	1	2	3	1	0	0	0
7660	0	2	1	2	1	0	0
20611	0	4	0	1	0	0	0
7700	0	3	0	0	1	1	0
7710	0	0	0	0	5	0	0
20631	0	0	0	0	3	1	1
20701	0	4	0	2	1	0	0
3601	5	0	0	0	0	0	0
3781	0	5	0	0	0	0	0
950	3	0	0	1	3	0	0
6591	0	3	0	0	4	0	0
2000	0	1	0	0	4	0	0
6631	1	4	0	0	2	0	1
9661	5	0	0	0	0	0	0
9691	1	4	0	1	3	0	0
3400	4	0	0	0	4	1	0
3770	4	1	1	1	0	0	0
3780	0	3	0	0	0	0	2
9711	1	1	0	0	5	0	0
10281	3	0	2	0	0	0	0
10301	0	4	0	0	1	1	0
10441	2	0	0	0	5	0	0
15181	3	0	2	0	1	0	0
15201	0	0	4	0	1	1	0
6320	0	1	2	0	4	1	0
6770	2	0	2	1	0	0	0
7070	1	0	0	0	4	0	0
16941	0	0	5	0	1	0	0
17001	2	0	4	1	1	0	0
17171	0	1	1	3	0	2	0
6890	1	1	2	0	2	2	0
6900	0	0	0	0	5	0	0
6920	1	2	0	0	0	3	0
17191	0	0	1	0	3	1	0
17841	0	0	0	2	0	2	1
18731	0	0	1	0	4	1	0
19561	0	3	0	1	0	0	2
19751	0	0	0	0	5	0	0
551	4	0	1	0	0	0	0
3041	0	0	3	0	4	0	0
680	0	0	1	0	3	0	1
3761	0	0	0	1	5	0	0
1360	0	0	0	4	3	0	0
1880	0	0	0	0	5	0	0
4441	0	0	2	1	3	0	0
1220	0	5	0	0	0	0	0
4641	0	5	1	0	0	0	0
4920	0	1	0	2	2	0	0
4651	0	4	0	1	0	0	0
3740	0	0	0	0	5	0	0
4801	0	0	0	0	5	0	0
5181	3	0	2	0	4	0	0
7101	4	0	1	0	1	0	0
7141	0	0	0	4	2	0	0
2240	0	0	0	0	4	0	1
12531	0	0	0	0	5	0	0
12601	0	0	0	0	5	0	1
18841	0	2	1	2	0	0	2
6781	2	0	3	0	0	0	0
10031	5	0	0	0	1	0	0
10061	0	0	0	1	4	0	0
10381	0	0	1	1	4	0	0
12161	1	1	3	1	0	0	0
12171	2	2	1	0	0	0	0
5260	0	1	3	0	3	0	0
12221	1	0	3	1	2	0	0
12231	0	1	1	0	5	0	0
4940	4	0	0	0	0	0	0
12261	0	0	1	1	3	0	0
4600	0	5	0	1	1	0	0
4760	0	2	0	3	0	1	0
5090	1	0	0	0	4	1	0
5240	0	0	0	0	4	1	0
5250	0	0	0	0	3	2	0
5270	0	0	3	0	3	2	0
5470	1	0	2	0	3	1	0
12271	0	5	0	0	0	0	0
12351	0	2	0	2	1	0	1
12411	0	4	0	2	0	0	0
12461	4	0	1	0	1	0	0
12581	1	0	1	0	3	0	0
12691	0	4	0	1	0	0	0
5010	0	0	0	0	5	0	1
5280	0	4	0	0	0	0	1
5480	0	0	1	0	1	2	2
5810	1	0	1	0	4	0	0
12711	0	1	0	1	3	0	1
12751	0	1	0	0	1	2	1
12891	0	4	0	1	0	0	0
5120	1	1	0	0	4	0	0
5130	0	0	0	0	4	1	0
13201	0	3	0	0	2	0	0
13321	0	0	0	0	5	0	0
13591	0	0	2	0	0	4	0
17501	0	0	4	1	0	0	0
3371	1	0	5	0	1	0	0
3411	2	2	0	0	2	0	0
1990	0	2	0	1	2	3	0
3451	0	3	0	1	1	0	0
1460	0	5	0	0	0	0	0
9641	0	0	0	0	5	0	0
15131	4	0	1	0	0	0	0
15151	0	5	0	0	0	0	0
15161	5	0	1	0	0	1	0
6270	0	4	0	0	0	0	1
15191	0	2	1	0	1	1	0
6300	3	2	1	0	0	0	0
19481	0	0	5	0	0	0	0
19731	0	1	0	3	0	1	0
21851	1	0	4	0	0	0	0
7900	0	3	1	2	0	0	0
541	0	0	0	0	0	0	5
751	0	2	0	0	2	0	1
6681	3	0	3	0	0	0	0
6721	0	4	0	0	1	0	0
6751	0	0	0	0	4	0	1
6771	0	0	0	0	4	0	1
12071	0	0	5	0	0	0	0
12181	0	1	1	3	0	0	0
12701	0	0	0	5	2	0	0
17481	5	0	0	0	2	0	0
3311	5	0	0	0	0	0	0
3321	0	4	0	0	1	0	0
3991	1	4	0	0	0	0	0
4211	0	5	0	0	0	0	0
4411	0	5	0	0	0	1	0
4471	0	5	0	0	0	0	0
4661	2	3	0	0	0	0	0
4831	1	5	0	0	0	0	0
4861	0	4	0	0	2	0	0
4871	0	2	0	0	4	0	0
4901	4	1	0	0	0	0	0
4911	0	4	0	0	1	0	1
5681	0	2	0	0	2	0	1
5721	0	2	0	0	3	0	1
1610	1	3	0	0	1	0	0
5861	5	1	0	0	1	0	0
9551	0	0	5	0	0	0	0
10311	1	0	2	0	4	0	0
10361	0	4	0	1	0	0	0
15091	4	0	0	0	1	0	0
19431	3	0	2	0	0	0	0
19451	0	2	0	0	2	0	1
19491	0	0	3	0	0	3	0
19501	3	0	1	0	2	0	0
19521	1	0	0	0	4	0	0
19531	3	0	2	0	0	0	0
19541	0	1	0	4	1	0	0
7400	0	0	1	0	5	0	0
19551	0	2	0	1	4	1	0
19581	1	0	5	0	0	0	0
7520	0	0	0	0	5	0	0
7530	0	2	1	2	1	0	0
20001	0	0	0	5	0	0	0
20511	3	0	3	0	0	0	0
7690	4	1	0	2	0	0	0
20691	2	0	3	0	0	0	0
531	0	1	0	0	1	0	4
761	1	1	0	0	1	0	2
6441	0	0	0	0	2	0	2
8571	0	1	0	0	3	0	1
8641	0	0	0	0	5	0	1
8751	0	0	0	0	4	0	1
8871	0	0	0	0	4	0	1
9491	0	1	0	0	2	0	3
9921	0	0	0	0	4	0	1
10161	0	1	0	0	1	0	3
10191	0	1	0	0	1	0	3
10201	0	0	0	0	2	0	3
10211	0	0	0	0	1	0	4
10221	0	0	0	0	2	0	3
10241	0	0	0	0	3	0	2
10771	0	1	0	0	0	0	4
10801	0	1	0	0	1	0	3
10871	0	0	0	0	2	0	3
11121	0	0	0	0	3	0	2
11161	0	2	0	0	2	0	1
11771	0	3	0	0	2	0	1
21841	0	0	0	0	2	0	3
22041	0	1	0	0	3	0	1
22151	0	0	0	0	3	0	2
12061	5	0	0	0	0	0	0
12091	1	4	0	2	0	0	0
12101	0	5	0	0	0	0	0
12111	0	0	0	0	4	0	1
12401	0	5	0	0	0	0	0
13011	5	0	0	0	0	0	0
14301	0	0	1	0	2	0	2
14671	0	3	0	1	0	0	1
14711	0	4	0	0	1	0	0
17471	1	0	5	0	0	0	0
3231	0	0	0	0	1	0	4
9531	0	4	0	0	1	0	0
9761	0	0	1	0	4	0	0
15021	2	0	4	0	0	0	0
15031	0	3	0	2	0	0	0
15051	5	1	0	0	0	0	0
6220	0	3	0	1	0	1	0
6230	4	1	0	0	0	1	0
6240	0	5	0	0	0	0	0
6430	0	5	0	0	0	0	0
15341	0	5	0	0	0	0	0
6450	1	1	1	2	1	0	1
15381	0	5	0	0	0	0	0
15471	0	2	0	1	3	0	0
15481	0	0	3	0	1	1	0
6370	0	0	2	0	3	1	0
6390	0	1	1	0	0	3	0
16461	0	1	3	0	0	0	1
19411	0	0	1	0	1	0	3
19881	0	2	0	0	3	1	0
7480	0	2	0	1	3	0	0
19901	0	2	0	0	2	0	1
19931	0	0	0	0	4	0	1
20381	0	1	0	0	3	0	1
521	1	1	1	0	0	3	0
591	1	2	0	1	0	1	0
901	0	0	0	0	5	0	0
1571	1	2	0	0	3	0	0
2341	1	2	0	1	0	1	0
4331	0	2	1	0	2	0	0
6331	4	0	2	0	0	0	0
6341	0	1	0	0	2	1	1
6481	0	0	0	1	4	0	0
6661	2	0	4	0	1	1	0
12041	0	0	0	0	1	0	4
12081	0	0	0	0	5	0	0
12121	0	0	0	0	5	0	0
12191	0	0	0	0	4	0	1
17361	0	1	0	1	1	0	3
17421	0	1	0	2	3	0	1
17441	0	0	0	0	4	0	1
3221	5	0	1	0	0	0	0
3421	0	3	0	1	1	0	0
1450	0	4	1	0	2	0	0
3441	2	5	0	0	0	0	0
1240	0	5	0	0	0	0	0
4011	1	5	0	0	0	0	0
1280	1	3	0	0	2	1	0
4141	0	2	0	0	4	0	0
1200	0	0	1	0	5	0	0
1250	0	1	0	0	5	0	0
4381	0	5	0	0	0	0	0
4541	0	3	1	1	0	0	1
1260	0	3	0	0	1	0	1
4611	0	4	1	0	0	0	0
1270	0	3	0	0	3	0	0
